video_id,author,comment,like_count,date,topic,year,normalization,tokenizing,stopword,stemming,category,sentiment
JL2VZdA9wuc,@ryuugon7380,gagal fokus sama kailannya subur bgt ijo ijo ditumis pake saus tiram hmm yummy makasih tips nya pak sdh saya coba ke tanaman jahe yg byk ulat disemprot air bawang putih mantul minggat ulatny,1,2020-08-04T10:29:30Z,pengendalian hama,2020,gagal fokus sama kailannya subur bgt ijo ijo ditumis pake saus tiram hmm yummy makasih tips nya pak sdh saya coba ke tanaman jahe yg byk ulat disemprot air bawang putih mantul minggat ulatny,"gagal, fokus, sama, kailannya, subur, bgt, ijo, ijo, ditumis, pake, saus, tiram, hmm, yummy, makasih, tips, nya, pak, sdh, saya, coba, ke, tanaman, jahe, yg, byk, ulat, disemprot, air, bawang, putih, mantul, minggat, ulatny","gagal, fokus, kailannya, subur, bgt, ijo, ijo, ditumis, pake, saus, tiram, hmm, yummy, makasih, tips, nya, sdh, coba, tanaman, jahe, yg, byk, ulat, disemprot, air, bawang, putih, mantul, minggat, ulatny","gagal, fokus, kail, subur, bgt, ijo, ijo, tumis, pake, saus, tiram, hmm, yummy, makasih, tips, , sdh, coba, tanam, jahe, yg, byk, ulat, semprot, air, bawang, putih, mantul, minggat, ulatny",efektivitas pengendalian hama,Positif
inF984LZKa0,@ArifIkhsanto,oalah ujung ujungnya promosi obot untuk bisa dijual kalau ribu sudah dapat buah jeruk kg tanpa harus ribet,0,2025-11-11T10:15:43Z,pemupukan,2025,oalah ujung ujungnya promosi obot untuk bisa dijual kalau ribu sudah dapat buah jeruk kg tanpa harus ribet,"oalah, ujung, ujungnya, promosi, obot, untuk, bisa, dijual, kalau, ribu, sudah, dapat, buah, jeruk, kg, tanpa, harus, ribet","oalah, ujung, ujungnya, promosi, obot, dijual, ribu, buah, jeruk, kg, ribet","oalah, ujung, ujung, promosi, obot, jual, ribu, buah, jeruk, kg, ribet",feedback penonton,Negatif
5Fv2tGv9_Vo,@sejarawankecil8938,suka belajar ni abang n mbaknya,0,2025-09-07T01:12:10Z,budidaya organik,2025,suka belajar ni abang n mbaknya,"suka, belajar, ni, abang, n, mbaknya","suka, belajar, ni, abang, n, mbaknya","suka, ajar, ni, abang, n, mbak",minat konsumen organik,Netral
mLdvwruqEpo,@huldaliem7720,btul klo bli murah ttp seni klo tanam sendiri lbh puas utk bljr menaman,2,2024-05-21T02:39:51Z,hidroponik,2024,btul klo bli murah ttp seni klo tanam sendiri lbh puas utk bljr menaman,"btul, klo, bli, murah, ttp, seni, klo, tanam, sendiri, lbh, puas, utk, bljr, menaman","btul, klo, bli, murah, ttp, seni, klo, tanam, lbh, puas, utk, bljr, menaman","btul, klo, bli, murah, ttp, seni, klo, tanam, lbh, puas, utk, bljr, tam","biaya awal hidroponik, kompleksitas perawatan",Positif
4CTYII_qHCQ,@banglo2903,mau tanya gimana dengan pupuk eco farming,1,2022-01-13T13:17:46Z,pemupukan,2022,mau tanya gimana dengan pupuk eco farming,"mau, tanya, gimana, dengan, pupuk, eco, farming","gimana, pupuk, eco, farming","gimana, pupuk, eco, farming",dosis dan waktu pupuk,Netral
-GyJN1tr9RM,@birv5650,itu akar sisa panenya masih bisa digunakan kembali atau enggak mas,0,2025-11-16T01:22:51Z,hidroponik,2025,itu akar sisa panenya masih bisa digunakan kembali atau enggak mas,"itu, akar, sisa, panenya, masih, bisa, digunakan, kembali, atau, enggak, mas","akar, sisa, panenya, mas","akar, sisa, pane, mas",feedback penonton,Netral
JTEhv7JCRF0,@kreasinurchanel7339,tersrruktur dan terencana sekali ya yang ideal untuk menjadi petani cabe terima kasih pa ilmunya,0,2024-12-09T15:11:04Z,pengendalian hama,2024,tersrruktur dan terencana sekali ya yang ideal untuk menjadi petani cabe terima kasih pa ilmunya,"tersrruktur, dan, terencana, sekali, ya, yang, ideal, untuk, menjadi, petani, cabe, terima, kasih, pa, ilmunya","tersrruktur, terencana, ya, ideal, petani, cabe, terima, kasih, pa, ilmunya","tersrruktur, rencana, ya, ideal, tani, cabe, terima, kasih, pa, ilmu",feedback penonton,Positif
TCRV_d27iG0,@donisahputra9282,untuk tanaman buncis umur brapa d lakukan pemupukan dan pupuk apa pling tepat pak,1,2020-11-19T12:37:43Z,pemupukan,2020,untuk tanaman buncis umur brapa d lakukan pemupukan dan pupuk apa pling tepat pak,"untuk, tanaman, buncis, umur, brapa, d, lakukan, pemupukan, dan, pupuk, apa, pling, tepat, pak","tanaman, buncis, umur, brapa, d, lakukan, pemupukan, pupuk, pling","tanam, buncis, umur, brapa, d, laku, pupu, pupuk, pling",dosis dan waktu pupuk,Positif
JTEhv7JCRF0,@nurbadiah2237,apakah bisa minta monitoring dari awal tanam sampe panen berbayar tidak apa,0,2025-07-24T05:43:48Z,pengendalian hama,2025,apakah bisa minta monitoring dari awal tanam sampe panen berbayar tidak apa,"apakah, bisa, minta, monitoring, dari, awal, tanam, sampe, panen, berbayar, tidak, apa","monitoring, tanam, sampe, panen, berbayar","monitoring, tanam, sampe, panen, bayar",feedback penonton,Netral
_lAVXCvou78,@ketutwidiasih3812,berapa lama fermentasi sebelum di aplikasikan,2,2022-11-12T09:55:35Z,pengendalian hama,2022,berapa lama fermentasi sebelum di aplikasikan,"berapa, lama, fermentasi, sebelum, di, aplikasikan","fermentasi, aplikasikan","fermentasi, aplikasi",alternatif pengendalian alami,Negatif
y5B5sxJYEOI,@twezzkillz6829,keburu mati tu ternak rumput belom panjang,0,2023-10-30T15:13:45Z,hidroponik,2023,keburu mati tu ternak rumput belom panjang,"keburu, mati, tu, ternak, rumput, belom, panjang","keburu, mati, tu, ternak, rumput, belom","buru, mati, tu, ternak, rumput, bom",feedback penonton,Negatif
3MeyTr2kdBg,@Suriszaidanjibaranubaydillah,waw keren keren banget wajib ni bapak nya dapat gelar prof petani organik jika dekat rumah aku siap berguru,1,2025-08-03T01:19:23Z,budidaya organik,2025,waw keren keren banget wajib ni bapak nya dapat gelar prof petani organik jika dekat rumah aku siap berguru,"waw, keren, keren, banget, wajib, ni, bapak, nya, dapat, gelar, prof, petani, organik, jika, dekat, rumah, aku, siap, berguru","waw, keren, keren, banget, wajib, ni, nya, gelar, prof, petani, organik, rumah, berguru","waw, ren, ren, banget, wajib, ni, , gelar, prof, tani, organik, rumah, guru",kepercayaan produk organik,Netral
i86gVDwhNzg,@yudapratama-yo2bu,kalau hujan gak menggenang kah,0,2025-02-21T12:28:17Z,irigasi,2025,kalau hujan gak menggenang kah,"kalau, hujan, gak, menggenang, kah","hujan, gak, menggenang, kah","hujan, gak, genang, kah",feedback penonton,Netral
28Eo_Xm8LYg,@FirmansyahZakaria,terimakasih atas informasinya mohon diuji dengan mikroskop fungisida hayati tricoderma jenis coningii dicampur npk terimakasih,1,2021-03-30T01:28:50Z,pemupukan,2021,terimakasih atas informasinya mohon diuji dengan mikroskop fungisida hayati tricoderma jenis coningii dicampur npk terimakasih,"terimakasih, atas, informasinya, mohon, diuji, dengan, mikroskop, fungisida, hayati, tricoderma, jenis, coningii, dicampur, npk, terimakasih","terimakasih, informasinya, mohon, diuji, mikroskop, fungisida, hayati, tricoderma, jenis, coningii, dicampur, npk, terimakasih","terimakasih, informasi, mohon, uji, mikroskop, fungisida, hayati, tricoderma, jenis, coningii, campur, npk, terimakasih",konflik pupuk kimia organik,Positif
4CTYII_qHCQ,@berliyanagultom1215,bagus sekali pak indra sarannya tp itu pemupukan di lahan ya sy punya tanaman adany di pot ga sama ya mksh pak,1,2021-12-07T07:51:29Z,pemupukan,2021,bagus sekali pak indra sarannya tp itu pemupukan di lahan ya sy punya tanaman adany di pot ga sama ya mksh pak,"bagus, sekali, pak, indra, sarannya, tp, itu, pemupukan, di, lahan, ya, sy, punya, tanaman, adany, di, pot, ga, sama, ya, mksh, pak","bagus, indra, sarannya, tp, pemupukan, lahan, ya, sy, tanaman, adany, pot, ga, ya, mksh","bagus, indra, saran, tp, pupu, lahan, ya, sy, tanam, adany, pot, ga, ya, mksh",feedback penonton,Positif
28Eo_Xm8LYg,@lesyalocaselemang2561,keren,0,2021-11-24T04:13:16Z,pemupukan,2021,keren,keren,keren,ren,feedback penonton,Netral
ucfHy84xvec,@nadillaaulia8045,impian ku punya rumah dengan pekarangan kebun sayur,4,2024-07-23T08:11:40Z,budidaya organik,2024,impian ku punya rumah dengan pekarangan kebun sayur,"impian, ku, punya, rumah, dengan, pekarangan, kebun, sayur","impian, ku, rumah, pekarangan, kebun, sayur","impi, ku, rumah, pekarang, bun, sayur",feedback penonton,Netral
5Fv2tGv9_Vo,@rofiahnasutionrofiahnasution,reel orang pintar cerdah baik,0,2025-09-17T02:15:58Z,budidaya organik,2025,reel orang pintar cerdah baik,"reel, orang, pintar, cerdah, baik","reel, orang, pintar, cerdah","reel, orang, pintar, cerdah",feedback penonton,Netral
_lAVXCvou78,@sugianto7103,trimakasih pak semoga ilmunya berkah aamiin,2,2023-01-20T09:42:51Z,pengendalian hama,2023,trimakasih pak semoga ilmunya berkah aamiin,"trimakasih, pak, semoga, ilmunya, berkah, aamiin","trimakasih, semoga, ilmunya, berkah, aamiin","trimakasih, moga, ilmu, berkah, aamiin",feedback penonton,Positif
inF984LZKa0,@KetutKetut-c7t,kalo untuk pohon pare gak cocok,0,2025-11-28T11:55:55Z,pemupukan,2025,kalo untuk pohon pare gak cocok,"kalo, untuk, pohon, pare, gak, cocok","kalo, pohon, pare, gak, cocok","kalo, pohon, pare, gak, cocok",feedback penonton,Positif
5Fv2tGv9_Vo,@NetizenPurworejo,wow dua nya cerdas banget,0,2025-09-07T04:06:32Z,budidaya organik,2025,wow dua nya cerdas banget,"wow, dua, nya, cerdas, banget","wow, nya, cerdas, banget","wow, , cerdas, banget",feedback penonton,Netral
5Fv2tGv9_Vo,@NitaAsriana,aq jga mau nyayur tinggal petik bayam kelor kates nyaman brazil koro katu cabe nnm cma phon kdang petik kdang beli tpi lauk tetep beli,0,2025-09-04T07:19:33Z,budidaya organik,2025,aq jga mau nyayur tinggal petik bayam kelor kates nyaman brazil koro katu cabe nnm cma phon kdang petik kdang beli tpi lauk tetep beli,"aq, jga, mau, nyayur, tinggal, petik, bayam, kelor, kates, nyaman, brazil, koro, katu, cabe, nnm, cma, phon, kdang, petik, kdang, beli, tpi, lauk, tetep, beli","aq, jga, nyayur, tinggal, petik, bayam, kelor, kates, nyaman, brazil, koro, katu, cabe, nnm, cma, phon, kdang, petik, kdang, beli, tpi, lauk, tetep, beli","aq, jga, nyayur, tinggal, petik, bayam, lor, kates, nyaman, brazil, koro, katu, cabe, nnm, cma, phon, kdang, petik, kdang, beli, tpi, lauk, tetep, beli",feedback penonton,Positif
JL2VZdA9wuc,@acilrtkejam4001,om kalau di semprokan ke tanaman kecil gimana,0,2021-03-21T10:53:44Z,pengendalian hama,2021,om kalau di semprokan ke tanaman kecil gimana,"om, kalau, di, semprokan, ke, tanaman, kecil, gimana","om, semprokan, tanaman, gimana","om, semprokan, tanam, gimana",feedback penonton,Positif
5Fv2tGv9_Vo,@AndinAryati,masyaalloh senang terharu dan mengimpirasi pengen sekali seperti ini bisa nansm semuanya sukses selalu,0,2025-09-19T03:26:55Z,budidaya organik,2025,masyaalloh senang terharu dan mengimpirasi pengen sekali seperti ini bisa nansm semuanya sukses selalu,"masyaalloh, senang, terharu, dan, mengimpirasi, pengen, sekali, seperti, ini, bisa, nansm, semuanya, sukses, selalu","masyaalloh, senang, terharu, mengimpirasi, pengen, nansm, sukses","masyaalloh, senang, haru, impirasi, ken, nansm, sukses",feedback penonton,Netral
5Fv2tGv9_Vo,@Baraya_kandang,barokalloh ilmunya luar biasa pasutri ini berkah selalu untuk keluarganya tetap bermanfaat untuk semuanya,0,2025-11-09T08:26:39Z,budidaya organik,2025,barokalloh ilmunya luar biasa pasutri ini berkah selalu untuk keluarganya tetap bermanfaat untuk semuanya,"barokalloh, ilmunya, luar, biasa, pasutri, ini, berkah, selalu, untuk, keluarganya, tetap, bermanfaat, untuk, semuanya","barokalloh, ilmunya, pasutri, berkah, keluarganya, bermanfaat","barokalloh, ilmu, pasutri, berkah, luarga, manfaat",feedback penonton,Positif
e0SHDMs4bDk,@ariefharichannel5348,lebih recomen pake kabel ties apa kawat mas untuk pengikatnya,0,2023-07-13T05:13:09Z,irigasi,2023,lebih recomen pake kabel ties apa kawat mas untuk pengikatnya,"lebih, recomen, pake, kabel, ties, apa, kawat, mas, untuk, pengikatnya","recomen, pake, kabel, ties, kawat, mas, pengikatnya","recomen, pake, kabel, ties, kawat, mas, ikat",feedback penonton,Netral
kS16kRKYJGg,@sangjuara242,bang nama selang warna hitam itu apa namanya,0,2024-05-29T14:19:42Z,irigasi,2024,bang nama selang warna hitam itu apa namanya,"bang, nama, selang, warna, hitam, itu, apa, namanya","bang, nama, selang, warna, hitam, namanya","bang, nama, selang, warna, hitam, nama",feedback penonton,Positif
_99fDKfRq50,@mr.turtle1506,tes matematika v,1,2022-07-07T06:57:32Z,irigasi,2022,tes matematika v,"tes, matematika, v","tes, matematika, v","tes, matematika, v",feedback penonton,Negatif
5Fv2tGv9_Vo,@dewitadjamal3935,keren,0,2025-08-31T10:46:33Z,budidaya organik,2025,keren,keren,keren,ren,feedback penonton,Netral
9zyK_C4g4qU,@fendychanel2503,mahal om klo d kmpung klo gmn,0,2020-11-21T09:41:56Z,hidroponik,2020,mahal om klo d kmpung klo gmn,"mahal, om, klo, d, kmpung, klo, gmn","mahal, om, klo, d, kmpung, klo, gmn","mahal, om, klo, d, kmpung, klo, gmn",biaya awal hidroponik,Negatif
JTEhv7JCRF0,@gabut-kv2cb,yg jadi kendala tempat saya cuma ulat nya pak yg g ak mati mati mhn insek apa lagi yg bisa mengatasi,0,2025-04-16T07:41:51Z,pengendalian hama,2025,yg jadi kendala tempat saya cuma ulat nya pak yg g ak mati mati mhn insek apa lagi yg bisa mengatasi,"yg, jadi, kendala, tempat, saya, cuma, ulat, nya, pak, yg, g, ak, mati, mati, mhn, insek, apa, lagi, yg, bisa, mengatasi","yg, kendala, ulat, nya, yg, g, ak, mati, mati, mhn, insek, yg, mengatasi","yg, ndala, ulat, , yg, g, ak, mati, mati, mhn, insek, yg, atas",efektivitas pengendalian hama,Negatif
DcG3sqwpSa0,@sitialfiyah7122,alhamdulillah terimakasih ilmunya sangat menginspirasi kita semua,0,2024-09-13T02:58:34Z,hidroponik,2024,alhamdulillah terimakasih ilmunya sangat menginspirasi kita semua,"alhamdulillah, terimakasih, ilmunya, sangat, menginspirasi, kita, semua","alhamdulillah, terimakasih, ilmunya, menginspirasi","alhamdulillah, terimakasih, ilmu, inspirasi",feedback penonton,Positif
-GyJN1tr9RM,@Diuspanser,kalau ganti pupuk urea apakah bagus atau npk di cairkan,2,2022-07-20T05:32:07Z,hidroponik,2022,kalau ganti pupuk urea apakah bagus atau npk di cairkan,"kalau, ganti, pupuk, urea, apakah, bagus, atau, npk, di, cairkan","ganti, pupuk, urea, bagus, npk, cairkan","ganti, pupuk, urea, bagus, npk, cair",feedback penonton,Positif
GzdFV_r-SHM,@barang_murah,kasih juga obat batuk bang biar pada batuh tuh hama,1,2024-07-10T15:36:34Z,pengendalian hama,2024,kasih juga obat batuk bang biar pada batuh tuh hama,"kasih, juga, obat, batuk, bang, biar, pada, batuh, tuh, hama","kasih, obat, batuk, bang, biar, batuh, tuh, hama","kasih, obat, batuk, bang, biar, batuh, tuh, hama","efektivitas pengendalian hama, risiko pestisida kesehatan",Negatif
ucfHy84xvec,@SitiZulkarnainGarden,masya allah subur nya salam kenal bun salam hobby,2,2024-07-30T12:37:34Z,budidaya organik,2024,masya allah subur nya salam kenal bun salam hobby,"masya, allah, subur, nya, salam, kenal, bun, salam, hobby","masya, allah, subur, nya, salam, kenal, bun, salam, hobby","masya, allah, subur, , salam, nal, bun, salam, hobby",feedback penonton,Positif
AQLcjhHQBC0,@nrimoingpandum2919,di indonesia tidak akan berlaku karena sebagian masyarakat nya cuman jadi gerombolan jasa pengadaan demo koar koar tidak jelas itu sudah tradisi ladang cari nasi bungkus,1,2024-03-12T20:43:07Z,irigasi,2024,di indonesia tidak akan berlaku karena sebagian masyarakat nya cuman jadi gerombolan jasa pengadaan demo koar koar tidak jelas itu sudah tradisi ladang cari nasi bungkus,"di, indonesia, tidak, akan, berlaku, karena, sebagian, masyarakat, nya, cuman, jadi, gerombolan, jasa, pengadaan, demo, koar, koar, tidak, jelas, itu, sudah, tradisi, ladang, cari, nasi, bungkus","indonesia, berlaku, masyarakat, nya, cuman, gerombolan, jasa, pengadaan, demo, koar, koar, tradisi, ladang, cari, nasi, bungkus","indonesia, laku, masyarakat, , cuman, gerombol, jasa, ada, demo, koar, koar, tradisi, ladang, cari, nasi, bungkus",feedback penonton,Negatif
inF984LZKa0,@VipVip-rb8pg,terima kasih ya mas info nya semoga bermanfaat aamiin,4,2025-11-01T18:32:05Z,pemupukan,2025,terima kasih ya mas info nya semoga bermanfaat aamiin,"terima, kasih, ya, mas, info, nya, semoga, bermanfaat, aamiin","terima, kasih, ya, mas, info, nya, semoga, bermanfaat, aamiin","terima, kasih, ya, mas, info, , moga, manfaat, aamiin",feedback penonton,Positif
iArT8RhBxzY,@prabu6352,saya penikmat tomat tapi kesulitan cara tanamnya karna tak punya lahan alias pemukiman padat,0,2024-11-19T02:27:33Z,budidaya organik,2024,saya penikmat tomat tapi kesulitan cara tanamnya karna tak punya lahan alias pemukiman padat,"saya, penikmat, tomat, tapi, kesulitan, cara, tanamnya, karna, tak, punya, lahan, alias, pemukiman, padat","penikmat, tomat, kesulitan, tanamnya, karna, lahan, alias, pemukiman, padat","nikmat, tomat, sulit, tanam, karna, lahan, alias, mukim, padat",minat konsumen organik,Negatif
M0KYwjW-22c,@DUNIAIMAJINASIANAK811,kita satu tujuan bang dan info sangat bermanfaat buat petani yg mengeluh obat mahal dan saya melakukan ini sudah hampir tahun terbukti super ampuh,67,2024-01-18T08:46:41Z,pengendalian hama,2024,kita satu tujuan bang dan info sangat bermanfaat buat petani yg mengeluh obat mahal dan saya melakukan ini sudah hampir tahun terbukti super ampuh,"kita, satu, tujuan, bang, dan, info, sangat, bermanfaat, buat, petani, yg, mengeluh, obat, mahal, dan, saya, melakukan, ini, sudah, hampir, tahun, terbukti, super, ampuh","tujuan, bang, info, bermanfaat, petani, yg, mengeluh, obat, mahal, terbukti, super, ampuh","tuju, bang, info, manfaat, tani, yg, eluh, obat, mahal, bukti, super, ampuh",efektivitas pengendalian hama,Positif
5Fv2tGv9_Vo,@rakasiwipungki1027,bpk ku pelihara ayam beranak pinak tai ayam kemana ndak pernah di jual dan ndak pernah di makan ga tega mbunh ayam paling ilang atau mati,0,2025-09-05T07:17:34Z,budidaya organik,2025,bpk ku pelihara ayam beranak pinak tai ayam kemana ndak pernah di jual dan ndak pernah di makan ga tega mbunh ayam paling ilang atau mati,"bpk, ku, pelihara, ayam, beranak, pinak, tai, ayam, kemana, ndak, pernah, di, jual, dan, ndak, pernah, di, makan, ga, tega, mbunh, ayam, paling, ilang, atau, mati","bpk, ku, pelihara, ayam, beranak, pinak, tai, ayam, kemana, ndak, jual, ndak, makan, ga, tega, mbunh, ayam, ilang, mati","bpk, ku, pelihara, ayam, anak, pinak, tai, ayam, mana, ndak, jual, ndak, makan, ga, tega, mbunh, ayam, ilang, mati",feedback penonton,Negatif
JTEhv7JCRF0,@aldansyifafamily309,pak pemakaian micin untuk pupuk cabe itu apakah benar,0,2024-11-22T22:15:43Z,pengendalian hama,2024,pak pemakaian micin untuk pupuk cabe itu apakah benar,"pak, pemakaian, micin, untuk, pupuk, cabe, itu, apakah, benar","pemakaian, micin, pupuk, cabe","pakai, micin, pupuk, cabe",feedback penonton,Netral
28Eo_Xm8LYg,@ModalTekad,terimakasih pak ppl,0,2021-10-09T02:54:37Z,pemupukan,2021,terimakasih pak ppl,"terimakasih, pak, ppl","terimakasih, ppl","terimakasih, ppl",feedback penonton,Positif
iArT8RhBxzY,@wasilawasila8510,subhanallah,0,2025-09-03T03:55:04Z,budidaya organik,2025,subhanallah,subhanallah,subhanallah,subhanallah,feedback penonton,Netral
QQM9BKY0_K8,@hatnianang6074,kenapa ya saya mmupuk semaian cabe pkai npk mutiara jdi kuning dan lunglai dosis sendok teh,0,2022-09-09T07:52:33Z,pemupukan,2022,kenapa ya saya mmupuk semaian cabe pkai npk mutiara jdi kuning dan lunglai dosis sendok teh,"kenapa, ya, saya, mmupuk, semaian, cabe, pkai, npk, mutiara, jdi, kuning, dan, lunglai, dosis, sendok, teh","ya, mmupuk, semaian, cabe, pkai, npk, mutiara, jdi, kuning, lunglai, dosis, sendok, teh","ya, mmupuk, semai, cabe, pkai, npk, mutiara, jdi, kuning, lunglai, dosis, sendok, teh","dampak pupuk ke tanaman, dosis dan waktu pupuk, konflik pupuk kimia organik",Negatif
JTEhv7JCRF0,@Amirruhaj,mantap,0,2024-11-05T16:47:57Z,pengendalian hama,2024,mantap,mantap,mantap,mantap,feedback penonton,Positif
-GyJN1tr9RM,@kirnouki5393,yang b itu air biasa yaa pak,2,2022-07-18T13:51:49Z,hidroponik,2022,yang b itu air biasa yaa pak,"yang, b, itu, air, biasa, yaa, pak","b, air, yaa","b, air, yaa",kompleksitas perawatan,Netral
28Eo_Xm8LYg,@dudang8899,ini th tp mnjawab pertanyaan saya hari lalu jd mati y,0,2023-10-27T06:13:00Z,pemupukan,2023,ini th tp mnjawab pertanyaan saya hari lalu jd mati y,"ini, th, tp, mnjawab, pertanyaan, saya, hari, lalu, jd, mati, y","th, tp, mnjawab, jd, mati, y","th, tp, mnjawab, jd, mati, y",dampak pupuk ke tanaman,Negatif
